Nom de la gare;Code UIC;Code postal;Segmentation;voyageurs 2016;volume total d'usagers 2016 (voyageurs+ non voyageurs);voyageurs 2015;volume total d'usagers 2015 (voyageurs+ non voyageurs);voyageurs 2014;volume total d'usagers 2014 (voyageurs+ non voyageurs)
Vichy;732008;3200;a;1191888;;1239031;;1246106;
Vierzon Forges;576090;18100;c;1705;;2807;;3572;
Vieux Thann;182550;68800;b;163989;;156081;;147619;
Vigeois;594218;19410;c;10334;;10087;;7944;
Vignory;142232;52320;c;5039;;4297;;4516;
Villefranche de Rouergue;613893;12200;c;63805;;62069;;59659;
Villeherviers;576165;41200;c;9560;;8934;;6397;
Villeneuve les Maguelonne;773515;34750;c;10189;;9098;;9045;
Villeneuve sur Yonne;683219;89500;c;45590;;50285;;55073;
Villeneuve Triage;681809;94190;b;1328400;;1328400;;1130062;
Villennes sur Seine;386649;78670;b;619930;;761400;;761031;
Villenouvelle;618215;31290;c;18404;;17751;;16839;
Villers Cotterêts;271734;2600;b;379659;;409895;;413270;
Villers les Pots;713339;21130;c;5933;;5879;;6751;
Villers sur Thère;316422;60000;c;270;;270;;877;
Vions Chanaz;741108;73310;c;8695;;8656;;9521;
Vis à Marles;342535;62156;c;35688;;35418;;33910;
Vitry en Artois;342113;62490;c;88907;;97011;;93914;
Vorey;734723;43800;c;35142;;34894;;28556;
Voujeaucourt;184531;25420;c;9657;;11008;;10274;
Voutenay;683706;89270;c;53;;401;;815;
Voyenne;297150;2250;c;2891;;6605;;5472;
Vulaines sur Seine Samoreau;682443;77870;c;54000;;54000;;54000;
Walbach;182360;68230;c;5759;;7027;;8838;
Wesserling;182618;68470;c;37664;;42961;;40666;
Wingen sur Moder;213744;67290;b;126849;;128708;;122549;
Wisches;214676;67130;b;104573;;114049;;118520;
Woelfling les Sarreguemines;193771;57200;c;99;;;;228;
Woippy;192088;57140;c;99878;;88442;;88906;
Ychoux;582536;40160;c;86880;;89464;;86901;
Yffiniac;473116;22120;c;38059;;37084;;33211;
Ygos;671487;40100;c;17108;;22291;;21167;
Zu-Rhein;472639;68200;c;;;;;;
Abbaretz;481614;44170;c;31145;;35041;;22697;
Ablon;545269;94480;b;1247400;;1247400;;1247400;
Accolay;683656;89460;c;109;;;;;
Achères-Grand-Cormier;386052;78100;b;221400;;221400;;221400;
Aigues Vives;775122;30670;;;;;;;
Albert;313072;80300;b;443539;;447878;;447562;
Albi;615005;81000;b;379763;;399657;;401712;
Albigny-Neuville;721266;69250;b;226316;;238149;;230836;
Alouette France;581793;33600;b;182258;;189882;;184043;
Ambazac;592311;87240;c;30161;;33924;;34037;
Ambérieu en Bugey;743716;1500;b;1177673;;1183812;;1161623;
Amifontaine;171744;2190;c;10209;;11149;;12152;
Amilly Ouerray;394205;28300;c;21060;;22591;;17264;
Anchamps;172858;8500;c;6716;;6325;;7936;
Ancy sur Moselle;192419;57130;c;50445;;54061;;58736;
Andelot;715102;39320;c;5392;;4880;;4602;
Appilly;296459;60400;c;6216;;5276;;3966;
Arbanats;582726;33640;c;38100;;40290;;39812;
Arleux;345421;59151;c;47081;;50921;;46819;
Artenay;543058;45410;c;57533;;60110;;56501;
Arvant;734251;43360;c;34644;;40295;;43504;
Asnières sur Seine;381137;92600;b;13582157;;10476000;;10474288;
Aspres sur Buëch;763250;5140;c;4705;;5623;;6223;
Assat;672162;64510;c;240;;174;;;
Assier;613075;46320;c;8797;;8512;;9739;
Athis Mons;545251;91200;b;1414800;;1414800;;1414800;
Audruicq;281428;62370;b;226562;;228240;;221329;
Aulnay sous Bois;271411;93600;b;20091080;;20406600;;20205521;
Aurillac;645002;15000;b;132462;;148460;;151850;
Auvers sur Oise;276543;95430;b;105702;;108000;;108000;
Avenay;171579;51160;c;24569;;24957;;29788;
Avenue Henri Martin;381046;75016;b;901800;;901800;;901800;
Avesnes;295733;59440;b;162043;;179213;;200159;
Avignon Centre;765008;84000;b;1900508;;1842887;;1777947;
Avranches;448514;50300;c;19616;;24659;;18856;
Azay le Rideau;571638;37190;c;69728;;69212;;70044;
Baillargues;773457;34670;c;146133;;130743;;88899;
Bains les Bains;144147;88240;c;2787;;3089;;3208;
Baisieux;286872;59780;c;32991;;28861;;31505;
Ballancourt;681437;91610;b;513000;;513000;;534600;
Banassac la Canourgue;783324;48500;c;2118;;2293;;2092;
Banyuls sur Mer;784298;66650;c;65192;;69518;;72164;
Barr;214247;67140;b;291049;;298779;;294653;
Bas Evette;184200;90350;c;5836;;6165;;6770;
Orchamps;718361;39700;c;53308;;49180;;53018;
Orchies;286583;59310;b;910118;;926351;;936955;
Oullins;722207;69600;c;138189;;129803;;109905;
Paulhaguet;734293;43230;c;1305;;2285;;1617;
Peltre;192203;57245;c;28320;;32081;;51634;
Penne (Lot-et-Garonne);586438;47140;c;17405;;17299;;22834;
Pérenchies;286278;59840;b;64184;;66152;;66131;
Perpignan;784009;66027;a;1948294;4826709;1655190;;1534080;
Perrignier;745620;74550;c;48075;;55648;;54665;
Petit Rederching;193797;57410;c;1385;;1971;;5497;
Petit Vaux;393652;91360;b;329400;;329400;;329400;
Peyrilhac-Saint-Jouvent;592428;87510;c;474;;;;410;
Pézou;574541;41100;c;2654;;2414;;1632;
Pierrefitte-Stains;271163;93380;b;7543800;;7543800;;7198200;
Pléchâtel;471177;35470;c;24426;;24646;;26434;
Plestan;473090;22640;c;7338;;5854;;4699;
Poligny;718189;39800;c;74847;;78877;;76354;
Polliat;725846;1310;c;5148;;6129;;5500;
Pont de Veyle;725804;1290;c;40763;;46255;;46585;
Pont l'Évèque;444349;14130;c;109027;;111710;;108915;
Pornic;481283;44210;c;71619;;35463;;53107;
Pornichet;481747;44380;c;108178;;99560;;99280;
Pougues les Eaux;696211;58320;c;13677;;17895;;16028;
Pouilly sur Loire;696179;58150;c;7038;;10967;;13194;
Pouzauges;487314;85700;c;278;;349;;228;
Provencheres sur Fave;144345;88490;c;4643;;5718;;5138;
Prunay;171629;51360;c;11000;;16134;;21696;
Puget;755363;83390;c;11330;;9831;;10098;
Quiberon;476457;56170;c;93272;;95230;;92570;
Quillan;615260;11500;c;19420;;23104;;29970;
Razac;595223;24430;c;5144;;6364;;6647;
Rémelfing;193623;57200;c;8914;;9681;;9620;
Renescure;281451;59173;c;20335;;20552;;18527;
Retiers;471359;35240;c;65815;;90495;;88333;
Rieux-Angicourt;276352;60870;b;144946;;152494;;162282;
Rives;747246;38140;b;305484;;341403;;378746;
Rombas-Clouange;191734;57120;c;62164;;72090;;77606;
Roscoff;474635;29680;c;28911;;27482;;26590;
Rosny Bois Perrier;113696;93110;b;5324400;;5119200;;5119200;
Rosny sur Seine;415885;78710;b;394200;;275400;;275400;
Rosult;286567;59230;c;62117;;63756;;65937;
Rouen Rive Droite;411017;76000;a;5846082;8010694;6118355;8381309;6458577;8847365
Rountzenheim;212373;67480;c;31632;;35510;;32406;
Royan;491803;17200;b;213727;;227480;;237858;
Rue;317404;80120;b;102099;;108272;;112956;
Saillans;761817;26340;c;9093;;8028;;6067;
Saincaize;696260;58470;c;1196;;1426;;2923;
Sains du nord;295709;59177;c;54648;;66786;;69133;
Saint-Aignan Noyers;574897;41110;c;73916;;77130;;75931;
Saint-Aigulin la Roche-Chalais;584540;17360;c;10353;;11704;;9131;
Saint-Brieuc;473009;22000;a;1226890;;1204510;;1258828;
Saint-Dizier;175000;52100;b;203244;;215455;;216510;
Sainte-Bazeille;586479;47180;c;2239;;3094;;4441;
Sainte-Geneviève des Bois;545210;91700;b;3742200;;3742200;;3742200;
Sainte-Léocadie;784850;66800;c;84;;132;;73;
Sainte-Lizaigne;597054;36260;c;2566;;2835;;1727;
Sainte-Marguerite;287193;59660;c;15;;;;;
Sainte-Ménéhould;174870;51800;c;1072;;868;;4010;
Saint-Etienne Bellevue;726190;42000;b;120567;;138792;;130272;
Saint-Etienne la Terrasse;726158;42000;b;108003;;133652;;164208;
Saint-Fargeau;682542;77310;b;102600;;102600;;102600;
Saint-Florent sur Cher;576272;18400;c;14153;;16035;;16403;
Saint-Germain au Mont d'Or;721282;69650;b;351040;;350901;;330650;
Saint-Germain sur Ille;478016;35250;c;44550;;43326;;41879;
Saint-Germain-Saint-Rémy;393520;27320;c;55;;396;;484;
Saint-Hilaire au Temple;174441;51400;c;347;;787;;824;
Saint-Hilaire de Riez;486563;85270;c;24209;;15860;;24514;
Saint-Jean de Verges;611624;9000;c;1816;;2008;;2291;
Saint-Jodard;726851;42590;c;13542;;14568;;14938;
Saint-Julien du Sault;683227;89330;c;24249;;25065;;23669;
Saint-Laurent d'Aigouze;775841;30220;c;806;;768;;761;
Saint-Léger sur Dheune;694364;71510;c;4864;;6716;;6207;
Saint-Leonard;144477;88650;c;11322;;11825;;12086;
Saint-Léonard de Noblat;592071;87400;c;43329;;43907;;41017;
Saint-Lô;447003;50000;b;198621;;210914;;213862;
Saint-Martin d'Etampes;545350;91150;b;594000;;594000;;594000;
Saint-Martin d'Oney;671495;40090;c;17879;;35216;;35258;
Saint-Martin du Mont;743112;1160;c;3825;;3436;;2669;
Saint-Martin du Vivier;411413;76160;c;5915;;5557;;7747;
Saint-Martory;611103;31360;c;2391;;2262;;2299;
Saint-Maurice de Beynost;723536;1700;b;156834;;139795;;139992;
Saint-Michel Notre-Dame;547315;75005;b;32119200;;32119200;;32119200;
Saint-Michel sur Meurthe;144683;88470;c;2291;;2272;;1732;
Saint-Michel Valloire;742361;73450;c;82576;;81259;;89876;
Saint-Nom la Bretèche Forêt de Marly;382481;78620;b;1145419;;1344600;;1344600;
Saint-Omer;281444;62500;b;834852;;879200;;842472;
Saint-Patrice;571810;37130;c;8415;;8694;;8505;
Saint-Péray;761494;;c;1154;;1217;;1528;
Saint-Pierre du Vauvray;415646;27430;c;1507;;1695;;3363;
Saint-Pierre la Cour;478768;53410;c;57184;;48785;;51635;
Saint-Pierre le Moutier;696294;58240;c;8493;;9247;;10186;
Saint-Rambert d'Albon;761106;26140;b;280013;;278902;;274921;
Saint-Romain de Popey;721456;69490;c;20589;;23009;;22901;
Saint-Rome de Cernon;783431;12490;c;1087;;1519;;2721;
Saint-Sébastien;592493;23160;c;4783;;5071;;5816;
Saint-Seurin sur l'Isle;584615;33660;c;102282;;113070;;101252;
Saint-Sulpice (Tarn);615344;81370;b;426373;;415965;;392002;
Saint-Sulpice Auteuil;313684;60430;b;144598;;138983;;126313;
Saint-Symphorien-de-Marmagne;694174;71710;c;265;;;;8432;
Saint-Thégonnec;474312;29410;c;499;;325;;1153;
Firminy;726729;42700;b;208909;;241222;;285779;
Fleurville Pont de Vaux;725663;71260;c;15649;;16976;;18221;
Foëcy;576108;18500;c;22178;;24947;;24176;
Foix;611616;9000;b;215015;;240445;;236661;
Formerie;313833;60220;c;5205;;5580;;6374;
Fougeré;486316;85480;c;2246;;3162;;2622;
Fraisse Unieux;726737;42490;c;456;;566;;231;
Francheville;722702;69340;c;60352;;58004;;47045;
Frasne;715136;25560;b;156413;;148717;;152160;
Fréjus Gare auto train;757518;83700;c;52;;3637;;1416;
Frépillon;276659;95740;b;264600;;264600;;264600;
Frétéval Morée;574533;41160;c;3967;;3871;;3615;
Fretin;286641;59273;c;74113;;80998;;82669;
Froncles;142240;52320;c;32628;;33170;;31386;
Frontignan;773556;34110;b;318813;;319065;;315796;
Futuroscope;324095;86360;a;163557;;152874;;105410;
Garchizy;691436;58600;c;66;;;;;
Gardanne;751420;13120;b;398947;;400710;;425834;
Gardonne;584235;24680;c;35293;;32128;;31164;
Garges-Sarcelles;276196;95140;b;14784561;;14801400;;13412986;
Genech;286807;59242;c;71;;181;;863;
Génelard;694653;71420;c;7365;;6353;;5679;
Nouan le Fuzelier;543157;41600;c;38150;;39748;;38960;
Noveant;192427;57680;b;117578;;122438;;130286;
Novillars;718411;25220;c;5595;;7186;;6776;
Noyelles sur Mer;317396;80133;c;65008;;66121;;69047;
Noyen;396374;72430;c;71919;;76913;;73805;
Nozières-Brignon;775353;30190;c;8190;;7249;;6211;
Nurieux;743351;1760;c;21985;;22883;;20377;
Oderen;182634;68830;c;24756;;24593;;22342;
Olette-Canaveilles les Bains;784728;66360;c;2127;;2008;;1498;
Orgerus Béhoust;393447;78910;b;205200;;205200;;205200;
Origny en Thiérache;296145;2550;c;12604;;14669;;14117;
Orléans;543009;45000;a;3419367;;3553105;;3538008;
Osny;381145;95520;b;556200;;459000;;459000;
Osséja;784868;66340;c;263;;443;;222;
Osses Saint-Martin d'Arrossa;673707;64780;c;2303;;947;;1117;
Oyonnax;743534;1100;b;90905;;97063;;98707;
Parc des Expositions;271486;93420;b;2321533;;2365200;;2364386;
Parempuyre;581710;33290;c;16472;;17805;;18903;
Paris Est;113001;75010;a;33163296;41839838;33681792;42635179;30780850;38963101
Paris St Lazare;384008;75008;a;107941079;117164357;105324691;114483359;105487816;114660669
Penthièvre;476424;56170;c;1398;;1095;;723;
Périgueux;595009;24000;b;874348;;898206;;933025;
Périgueux Saint Georges;595504;24019;c;1019;;1139;;1066;
Persan-Beaumont;276469;95340;b;4076122;;3854077;;3728722;
Petit Jouy les Loges;393504;78350;b;178200;;178200;;178200;
Pignans;755389;83790;c;14824;;12571;;13982;
Plancoët;473272;22130;c;20160;;19568;;20600;
Plénée Jugon;473082;22640;c;13286;;11724;;11466;
Pleudihen;478149;22690;c;2240;;1440;;519;
Plougonver;473538;22810;c;4735;;5005;;5643;
Plouigneau;474411;29610;c;1250;;1120;;1178;
Poitiers;575001;86000;a;2875760;4045352;2949849;4154717;3064120;4315662
Pomas;615146;11250;c;1890;;4782;;6738;
Pont à Mousson;141820;54700;b;939016;;979641;;1021712;
Pont de bois;286831;59650;b;15541;;12261;;14000;
Pont de l'Arche;415661;27340;c;8390;;10809;;11897;
Pont Hébert;447185;50880;c;29;;33;;16;
Pont Rémy;313130;80580;c;19921;;19398;;22765;
Pontcharra Saint-Forgeux;721464;69490;c;19793;;18783;;23292;
Pontchâteau;481846;44160;b;211985;;219730;;214105;
Pontrieux Halte;473835;22260;c;4194;;4489;;6705;
Port Brillet;478750;53410;c;64336;;62356;;58836;
Portet Saint-Simon;611400;31120;b;304040;;341164;;348605;
Portets;582718;33640;c;78332;;80314;;77131;
Praye sous Vaudemont;141622;54116;c;2904;;2544;;3262;
Presles-Courcelles;276501;95590;b;275400;;275400;;275400;
Pringy Haute Savoie;746206;74370;c;19552;;23228;;22926;
Pruniers;576199;41200;c;6416;;5991;;6438;
Puteaux;382382;92800;b;3088034;;2786400;;2785338;
Puyoô;672279;64270;c;38038;;41544;;38875;
Quesnoy le Montant;317487;80132;c;718;;1516;;1878;
Questembert;476671;56230;c;103047;;106253;;108797;
Quincieux;721290;69650;c;51710;;51661;;76028;
Rabastens Coufouleux;615328;81800;b;128169;;133120;;125141;
Raedersheim;182717;68190;c;43305;;42701;;37737;
Rai-Aube;444620;61270;c;29;;;;;
Rambouillet;393314;78120;b;6289525;;6297297;;6275096;
Raon l'Etape;144626;88110;b;105340;;115605;;111721;
Réding;215079;57444;c;32345;;32812;;34899;
Redon;471300;35600;b;809035;;779953;;853798;
Reignac;571455;37310;c;47159;;50113;;50134;
Rezé Pont Rousseau;481036;44400;c;145874;;111993;;113174;
Richwiller;182675;68120;;;;;;;
Rivarennes;571653;37190;c;17758;;16606;;15713;
Rochy Condé;313601;60510;c;2851;;2830;;2668;
Rodez;613422;12000;b;178246;;180488;;166541;
Roeschwoog;212407;67480;c;53177;;56343;;61442;
Roeux;342089;62118;c;21341;;23685;;25030;
Rohrbach les Bitche;193789;57410;c;2337;;1636;;1793;
Rolleville;413740;76133;c;1655;;946;;793;
Romanèche Thorins;725739;71570;c;36923;;37533;;37303;
Romans Bourg de Peage;761650;26300;b;355793;;359354;;319335;
Ronchamp;185314;70250;c;31529;;35490;;35602;
Ronchin;286534;59790;c;38696;;44975;;45388;
Rosières;313460;80170;b;116898;;125154;;124856;
Rosieres aux Salines;141127;54110;b;150929;;154294;;136833;
Ruelle;583203;16600;c;4272;;5766;;7749;
Rungis la Fraternelle;546291;94150;b;880200;;880200;;878496;
Pagny sur Meuse;175828;55190;c;2526;;3615;;5499;
Pagny sur Moselle;192468;54530;b;306258;;344020;;348997;
Paimpol;473868;22500;c;38775;;45124;;57735;
Pamiers;611343;9100;b;336365;;347775;;333047;
Pamproux;485524;79800;c;6769;;7266;;6999;
Parent Coudes Champeix;734194;63270;c;57740;;62313;;55592;
Paris Austerlitz;547000;75013;a;22826428;23779848;23182286;24148215;23111140;24074104
Pau;672006;64000;a;739761;;780885;;830746;
Penhoët;321745;44600;c;33509;;30244;;29251;
Pers;645176;15290;c;593;;430;;386;
Petit Coeur la Lechere les Bains;741702;73260;;870;;1177;;900;
Petit Croix;184267;90130;c;19245;;23599;;34387;
Picon Busserine;759290;13014;c;10303;;10096;;12925;
Pierrelaye;276097;95480;b;1053000;;1053000;;1053000;
Pleyber Christ;474320;29410;c;2503;;2051;;2957;
Plouaret-Trégor;473181;22420;c;109513;;107847;;122328;
Plouharnel-Carnac;476416;56340;c;2800;;1968;;2866;
Podensac;582734;33720;c;62152;;69679;;66692;
Poissy;386573;78300;b;9749667;;9963000;;9958316;
Poix de Picardie;313395;80290;c;102625;;98042;;90124;
Pons;491100;17800;c;18529;;24163;;25766;
Pont Cardinet;381111;75017;b;4989600;;3407400;;3407400;
Pont de Briques;317115;62360;c;3507;;3745;;3976;
Pont de Buis;474056;29590;c;7336;;9966;;11001;
Pont de Claix;747519;38800;c;7306;;11114;;13156;
Pont de Sallaumines;345124;62430;c;9627;;10844;;11025;
Pont du Garigliano (Boulevard Victor);393322;75015;b;3331800;;3331800;;3331800;
Pont Petit;276154;95310;b;232200;;232200;;232200;
Pont Saint-Vincent;141523;54550;c;32187;;35121;;57880;
Pontanevaux;725721;71570;c;34918;;36671;;34256;
Pontchaillou;471391;35033;b;216897;;223732;;220667;
Pontgibaud;641316;63230;c;51;;127;;390;
Pontgouin;394247;28190;c;15050;;16969;;15871;
Porchefontaine;393165;78000;b;885600;;885600;;885600;
Port de Bouc;753459;13110;c;34725;;40479;;47316;
Port de Piles;575076;37000;c;37109;;34692;;36098;
Porta;611491;66146;;96;;;;;
Pougny Chancy;745380;1550;c;3649;;1984;;1555;
Pouxeux;144428;88550;c;8552;;5602;;6809;
Prouvy-Thiant;343418;59121;c;581;;574;;447;
Pulligny Autrey;141564;54160;c;1630;;885;;854;
Puybrun;594754;46130;c;1000;;1215;;1371;
Quesnoy sur Deûle;286245;59890;c;944;;917;;1859;
Quimper;474098;29000;a;1054026;;908486;;932777;
Quimperlé;476317;29300;b;278388;;269023;;269277;
Ranchot;718338;39700;c;64036;;65251;;62438;
Ranspach;182402;68470;c;20406;;21069;;21782;
Rassuen;753426;13270;c;2108;;2795;;3099;
Raves Ban de Laveline;144105;88520;c;1755;;2046;;2632;
Ravezies;235317;33440;;;;;;;
Regny;721050;42630;c;29976;;30383;;31333;
Reichshoffen;213249;67110;b;155518;;153951;;146444;
Remilly;192237;57580;b;204211;;217874;;225712;
Reuilly;597039;36260;c;19175;;22245;;19807;
Ria;784660;66500;c;1379;;2238;;1120;
Riedseltz;213462;67120;c;8056;;7098;;7303;
Rilly la Montagne;171595;51500;c;72696;;71361;;76040;
Riom-Châtel Guyon;734053;63140;b;833475;;864775;;857411;
Rocamadour-Padirac;613042;46500;c;6049;;5978;;4666;
Roche lez Beaupré;718403;25220;c;6562;;6434;;8455;
Rognac;753251;13340;b;173591;;183096;;204001;
Rosny sous Bois;113704;93110;b;5043600;;4255200;;4255200;
Rothau;214726;67570;b;158106;;155233;;154189;
Rouille;485532;86480;c;8536;;7652;;8499;
Roumazieres Loubert;583468;16270;c;6532;;6789;;7988;
Royat-Chamalières;734038;63130;c;2405;;3170;;3771;
Ruffec Charente;583849;16700;c;83008;;90656;;92275;
Saales;214783;67420;c;31663;;33367;;29686;
Sablé;396408;72300;b;538348;;523993;;498743;
Sain Bel;721605;69210;c;157528;;152383;;147657;
Saint-Ambroix;775536;30500;c;;;;;;
Saint-André le Gaz;723494;38490;b;126623;;129833;;143860;
Saint-Antoine;751826;13015;c;30701;;29129;;35055;
Saint-Antoine du Rocher;571539;37360;c;15365;;20980;;22506;
Saint-Aubin sur Scie;415125;76550;c;14668;;15160;;17097;
Saint-Aubin-Saint-Luperce;394213;28300;c;15275;;17151;;15333;
Saint-Aunès;773465;34130;c;2925;;2743;;1952;
Saint-Avre la Chambre;741306;73130;c;65817;;70188;;68601;
Saint-Beron la Bridoire;741454;73520;c;18796;;17440;;15992;
Saint-Blaise Roche-Poutay;214742;67420;c;44405;;45935;;47175;
Saint-Claude;743633;39200;c;31554;;31002;;31301;
Saint-Cyr en Val la Source;543116;45590;c;71162;;75633;;66757;
Saint-Denis de Pile;584508;33910;c;21146;;25558;;21860;
Sainte-Marthe en Provence;751842;13014;c;52132;;53292;;59119;
Sainte-Pazanne;481226;44680;c;159123;;204420;;166235;
Saint-Erme;171751;2820;c;82349;;78289;;78641;
Saintes;491001;17100;b;465889;;493748;;518539;
Saint-Florentin-Vergigny;683318;89600;c;58919;;62680;;63897;
Saint-Fons;728501;69190;c;54504;;58548;;66350;
Saint-Geniès de Malgoires;775361;30190;c;73340;;72568;;63729;
Saint-Georges de Commiers;747568;38450;c;1940;;8436;;9758;
Saint-Gilles;181552;68920;c;64064;;66497;;73516;
Saint-Gratien;276170;95210;b;2856600;;2856600;;2856600;
Saint-Hilaire Brizambourg;491324;17500;c;75;;60;;172;
Saint-Jean de Maurienne Arvan;742320;73300;b;307595;;320004;;314056;
Saint-Julien les Fumades;775544;30271;c;;;;;;
Saint-Just en Chaussée;313270;60130;b;527982;;525793;;541499;
Saint-Léon sur l'Isle;595264;24110;c;15647;;16904;;15827;
Abancourt;313759;60220;c;38048;;37217;;37559;
Achères;381657;78260;b;3142800;;3142800;;3142800;
Chamonix-Mont-Blanc;746784;74400;b;152725;;159165;;155291;
Champagnole;715326;39300;c;30180;;28125;;30449;
Chanac;783530;48230;c;485;;600;;573;
Changis-Saint-Jean;116509;77660;b;318600;;318600;;232200;
Chanteloup les Vignes;381475;78570;b;756000;;788400;;788024;
Chaponost;722710;89460;c;64145;;59056;;48445;
Charlevilles Mézières;172007;8000;a;1091493;;1165004;;1167307;
Chasse sur Rhône;722561;38670;b;144659;;155122;;158067;
Chasseneuil sur Bonnieure;583443;16260;c;24567;;30751;;35406;
Châteaubourg;471524;35220;b;395548;;391786;;392566;
Chatel Nomexy;144071;88330;b;113046;;120818;;119067;
Chauffailles;694778;71170;c;27766;;31196;;32221;
Chaville Rive Droite;382333;92370;b;2040018;;2138400;;2138400;
Chaville-Vélizy;393173;78140;b;2166948;;2203200;;2203200;
Chelles-Gournay;116111;77500;b;9336434;;9536400;;8839800;
Cherbourg;444877;50100;a;532207;657692;568669;702061;580368;716504
Chessy;721761;69380;c;25952;;26550;;28293;
Chevillon;175117;52170;c;1458;;2552;;2791;
Chevilly;543041;45520;c;32990;;39612;;36312;
Chézy sur Marne;116574;2570;c;17831;;17882;;13961;
Chilly Mazarin;393637;91380;b;918000;;918000;;918000;
Cholet;484303;49280;b;502409;;535151;;557584;
Ciry le Noble;694646;71420;c;1697;;1270;;1597;
Civrieux d'Azergues;721746;69380;c;5505;;4786;;4371;
Clacy Mons;296178;2000;c;217;;674;;1504;
Clelles Mens;747626;38930;c;20421;;22498;;20811;
Clermont Ferrand;734004;63000;a;3505900;;3714623;;3845744;
Clermont la Rotonde;396895;63000;c;13301;;18288;;18091;
Clichy-Levallois;381129;92110;b;11573749;;8569800;;8569800;
Clion sur Seugne;491134;17240;c;10;;;;163;
Cobrieux;287243;59830;c;4;;;;;
Colmar-Saint-Joseph;181222;68000;c;87794;;92307;;83825;
Colombier Fontaine;184556;25260;c;14610;;14813;;12691;
Combs la Ville-Quincy;682146;77380;b;4228200;;4228200;;3866400;
Commercy;175257;55200;b;155767;;164025;;176708;
Condé sur Huisne;394288;61110;c;15315;;17964;;18691;
Conflans Sainte-Honorine;381897;78700;b;4311964;;3823200;;3823200;
Corbeil Essonnes;681007;91100;b;6503685;;6696000;;5524200;
Couilly-Saint-Germain-Quincy;116731;77860;c;102600;;102600;;64800;
Couliboeuf;444232;14620;c;928;;776;;888;
Courcay Tauxigny;571448;37310;c;10205;;15383;;19081;
Courthézon;765180;84350;c;20348;;18460;;17640;
Crepieux la Pape;723502;69140;c;5769;;7180;;6686;
Croix du Prince;672600;64000;c;6850;;4457;;5535;
Croix l'Allumette;281055;59170;c;982;;1225;;1351;
Croix Wasquehal;286716;59170;c;6835;;8803;;8863;
Crouy;271874;2880;c;129;;316;;102;
Cugand;481457;85610;c;8114;;5805;;4691;
Cysoing;286781;59830;c;7;;2459;;2846;
Dammartin-Juilly-Saint-Mard;271536;77230;b;1663645;;1483905;;1415661;
Dannemarie-Velesme;718312;25410;c;23685;;26546;;23420;
Delle;184440;;c;;;;;;
Deluz;718429;25960;c;1528;;1936;;2327;
Deuil-Montmagny;276345;95170;b;3321000;;3321000;;3321000;
Dieupentale;611681;82170;c;98672;;95094;;93292;
Dourdan la Forêt;540179;91410;b;205200;;205200;;205200;
Drusenheim;212357;67410;c;107553;;114687;;110503;
Egletons;594168;19300;c;30093;;31188;;31846;
Egly;545475;91520;b;442800;;442800;;442800;
Einvaux;141200;54360;c;6321;;9020;;8133;
Elne;784207;66200;c;59677;;66545;;68738;
Enchenberg;193805;57415;c;11192;;12023;;10757;
Epernon;394114;28230;b;1416199;;1485555;;1446210;
Epfig;214221;67680;c;23593;;29616;;32886;
Epinay sur Orge;545228;91360;b;2781000;;2781000;;2781000;
Epinay sur Seine;271148;93800;b;2781000;;2781000;;2781000;
Epluches;276147;95310;c;64800;;64800;;64800;
Erdre Active;590356;44240;c;23685;;20282;;10678;
Ermont Halte;276584;95120;b;837000;;837000;;837000;
Erstein;214148;67150;b;482478;;483533;;476924;
Esvres sur Indre;571422;37320;c;23929;;22439;;27746;
Etaples-le Touquet;317065;62630;b;344779;;377625;;380100;
Etréchy;545145;91580;b;810000;;810000;;810000;
Evian les Bains;745679;74500;b;161881;;177662;;180718;
Evreux Normandie;387001;27000;a;1084619;;1113650;;1143162;
Evron;478552;53600;b;180649;;176350;;176313;
Evry;681361;91000;b;939600;;939600;;977400;
Evry-Courcouronnes;681387;91000;b;9528283;;9585000;;8741664;
Eygurande-Merlines;641241;19340;c;753;;941;;891;
Faremoutiers-Pommeuse;116277;77515;b;253800;;253800;;270000;
Farschviller;193524;57450;c;21509;;20967;;18415;
Fécamp;413542;76400;b;80083;;90954;;131930;
Fellering;182626;68470;c;24002;;25535;;26820;
Fleurieux sur l'Arbresle;721563;69210;c;95181;;86270;;79519;
Folligny;447649;50320;c;7202;;7982;;6540;
Fontaine le Port;682427;77590;c;64800;;64800;;64800;
Fontaines Mercurey;713586;71150;c;33232;;35373;;33954;
Fontenoy sur Moselle;141051;54840;c;3197;;3278;;4081;
Fontpédrouse-Saint-Thomas les Bains;784769;66360;c;5021;;5236;;3939;
Forbach;193003;57600;b;343027;;343079;;369714;
Fouilloy;313841;60220;c;535;;330;;42;
Fouquereuil;342204;62232;c;1777;;1989;;1309;
Fréjus;757500;83600;b;79700;;82759;;96492;
Frénouville-Cagny;444182;14630;c;13213;;10760;;7829;
Fresnoy le Grand;296293;2230;c;21541;;17865;;15606;
Frontenex;741629;73460;c;30326;;29820;;29038;
Gadagne;765446;84470;c;4036;;4509;;5231;
Gammal;775510;30410;c;;;;;;
Gandrange Amneville;191742;57175;c;5793;;9470;;9279;
Gannat;732404;3800;c;85797;;89324;;91917;
Bayeux;444067;14400;b;518976;;545474;;545807;
Beaugency;574160;45190;b;330683;;343170;;351471;
Beaulieu sur Mer;756379;6310;b;425317;;425755;;413600;
Beauvoisin;775809;30640;c;1001;;793;;564;
